"","STREET_ID","left_begin","left_end","right_begin","right_end","STREET","longitude","latitude","scaled_Count_Less1"
"5075",12576566,97,199,98,198,"MACDOUGALL PL",-76.1518592742263,42.9998479589114,1.08791208791209
"5076",13002042,8219,8253,8220,8254,"NB I 81",-76.1353736166529,43.0090056527176,1.68131868131868
"5077",13002040,8279,8295,8280,8296,"NB I 81",-76.139877260857,43.0169636448918,1.97802197802198
"5078",13018226,1937,1939,0,0,"WB I 690 SERVICE RD",-76.0899590442355,43.05953576451,1.58241758241758
"5079",13008732,1929,1931,1928,1930,"WB I 690",-76.090906909714,43.0596071239895,1.78021978021978
"5080",13018230,1933,1933,1932,1932,"WB I 690",-76.0900048744288,43.0594856019874,1.58241758241758
"5081",12577146,103,109,102,108,"JULIAN PL",-76.1110235530775,43.0231091836909,0.692307692307692
"5082",12576716,101,157,100,156,"SHELDON AVE",-76.1451621126685,43.0105719167895,2.37362637362637
"5083",12576574,301,399,300,398,"MILBURN DR",-76.1504155190131,43.0031489509636,1.18681318681319
"5084",12576569,301,305,282,298,"W SENECA TPKE",-76.1501758071112,43.0016609725801,1.18681318681319
"5085",12576491,201,299,200,298,"BROOKLEA DR",-76.1502185329752,42.99367754652,0.89010989010989
"5086",12576513,101,199,100,198,"NORMANOR DR",-76.1503299470083,42.9977813637386,1.28571428571429
"5087",12576511,101,199,100,144,"W WARRINGTON RD",-76.1436049700239,42.9944876949642,1.18681318681319
"5088",12576692,101,199,100,198,"PACIFIC AVE",-76.1497922336229,43.0087471963496,2.07692307692308
"5089",12576559,101,199,100,198,"PHELPS PL",-76.1387362292263,42.998753558745,1.18681318681319
"5090",13002078,100,198,101,199,"ORISKANY DR",-76.1379326326229,43.0231411198733,2.27472527472527
"5091",12576981,401,409,400,408,"VINCENT ST",-76.1284434754609,43.0215123922937,1.68131868131868
"5092",13018001,8677,8679,8678,8680,"NB I 81",-76.1636474901365,43.0663639475822,6.42857142857143
"5093",13018003,8679,8707,8678,8706,"SB I 81",-76.1637423156444,43.06623236281,6.52747252747253
"5094",12564412,101,199,100,198,"SEARLWYN RD",-76.1440335565265,42.9914259857579,0.89010989010989
"5095",12571740,101,199,100,198,"RIVERDALE DR",-76.1548980420046,43.0023051327543,1.18681318681319
"5096",12576683,229,325,300,398,"PACIFIC AVE",-76.1510555022804,43.0085331656318,1.87912087912088
"5097",12564374,101,109,100,108,"LONGMEADOW CIR",-76.1469218684125,42.9884239405621,0.692307692307692
"5098",12571785,101,199,100,198,"BERNIE BLAKE DR",-76.1521936015558,43.0064903136158,1.68131868131868
"5099",13002113,101,199,100,198,"COLDBROOK DR",-76.1403054675566,42.9962314139392,1.48351648351648
"5100",12576656,207,241,206,236,"LAFAYETTE RD",-76.1311308738784,42.9980502700766,0.791208791208791
"5101",12576556,201,299,200,298,"WEYMOUTH RD",-76.1403008179785,42.9961460098127,1.48351648351648
"5102",13028052,655,693,654,692,"E SENECA TPKE",-76.1281102929811,43.000190750348,0.89010989010989
"5103",12576554,4801,4853,4800,4852,"S SALINA ST",-76.1427301727157,43.0007025721858,1.38461538461538
"5104",12564422,201,299,110,298,"WINDEMERE RD",-76.1374596879825,42.9919116160669,0.89010989010989
"5105",12564420,423,499,422,498,"LATTER DR",-76.1386282952779,42.9921213421395,0.89010989010989
"5106",12576575,201,241,200,240,"W SENECA TPKE",-76.1468785547135,43.0012204431037,1.38461538461538
"5107",13008628,41,99,40,98,"N MCBRIDE ST TO EB I 690 RAMP",-76.1419765232738,43.0513632051953,7.71428571428571
"5108",12564359,101,101,100,100,"BROOKSIDE DR",-76.1495447284288,42.9851570194056,0.494505494505495
"5109",12576655,101,199,100,198,"SATURN DR",-76.1308314449903,42.9961265000335,0.593406593406593
"5110",12576532,101,199,100,198,"WEYMOUTH RD",-76.1433879628921,42.9960315439142,1.48351648351648
"5111",12576747,3805,3835,3800,3830,"S SALINA ST",-76.1420274799615,43.0115863726713,2.17582417582418
"5112",13013344,3451,3459,3450,3458,"BURNET AVE",-76.0861504171389,43.0619213792861,1.38461538461538
"5113",12576505,5319,5399,5320,5398,"S SALINA ST",-76.1438415137661,42.9928175183048,0.989010989010989
"5114",13020800,0,0,0,0,"BERNADINE APTS DRWY",-76.1393747798341,43.0085053111644,1.97802197802198
"5115",12576952,101,199,100,198,"REMINGTON AVE",-76.1332463586678,43.0185527267954,1.78021978021978
"5116",12576590,201,299,200,298,"W GLEN AVE",-76.1460110048628,43.0054777538857,1.78021978021978
"5117",12564393,101,199,100,198,"EDNA RD",-76.1422828402538,42.9851167447855,0.494505494505495
"5118",12564421,101,199,100,108,"WINDEMERE RD",-76.1386282952779,42.9921213421395,0.89010989010989
"5119",13002104,4947,4999,4950,4998,"S SALINA ST",-76.1433062203871,42.9966031425586,1.48351648351648
"5120",12576647,323,399,316,398,"E GLEN AVE",-76.1395622848474,43.005543355981,1.78021978021978
"5121",12576510,101,199,100,198,"W CHELTENHAM RD",-76.1435030670719,42.9951635005002,1.38461538461538
"5122",13017694,551,559,550,558,"E GLEN AVE",-76.1361490796652,43.0090591328242,1.78021978021978
"5123",13017695,0,0,0,0,"LORETTO REST DRWY",-76.1361490796652,43.0090591328242,1.78021978021978
"5124",13017696,0,0,0,0,"LORETTO REST DRWY",-76.1356320061296,43.0060093637693,1.68131868131868
"5125",12576579,101,199,100,198,"FLORAL PKWY",-76.1469941455845,43.0024451523395,1.38461538461538
"5126",12571941,101,199,100,198,"GROVE ST",-76.1554563078177,43.0104030632983,1.87912087912088
"5127",12571932,601,699,600,614,"VALLEY DR",-76.157221909154,43.0108402465068,1.97802197802198
"5128",12564405,301,315,300,398,"PARRISH LN",-76.1400426369077,42.9861921649783,0.494505494505495
"5129",13002106,173,199,172,198,"SUNRISE DR",-76.1378614086685,42.9964526078955,1.38461538461538
"5130",13013321,0,0,1964,1964,"EB I 690 SERVICE RD",-76.083821619626,43.0581202956558,1.08791208791209
"5131",12576560,109,199,108,198,"MONTICELLO DR S",-76.1386925977948,42.999813882145,1.28571428571429
"5132",12564404,101,199,100,198,"HAYES TER",-76.1380114679664,42.9862744937899,0.494505494505495
"5133",13001834,1787,1795,1786,1794,"WB I 690",-76.1176870436044,43.0544203952888,3.06593406593407
"5134",13001223,1,9,2,8,"DESTINY USA SERVICE RD",-76.1711288665666,43.0734230330604,2.47252747252747
"5135",12571737,201,299,200,298,"RIVERDALE DR",-76.1552283405386,43.001102762385,1.08791208791209
"5136",12571994,101,191,100,172,"BALDWIN AVE",-76.155249761586,43.0166725874131,2.57142857142857
"5137",12576719,2901,2999,2900,2998,"MIDLAND AVE",-76.1478173048625,43.0119395072163,2.47252747252747
"5138",13002010,5641,5699,5640,5698,"ROCK CUT RD",-76.1287997368273,43.0066154794121,1.38461538461538
"5139",13002015,781,799,780,798,"E BRIGHTON AVE",-76.1315438793812,43.0062746940561,1.38461538461538
"5140",12564384,5401,5499,5400,5498,"S SALINA ST",-76.143912525499,42.9923243239783,0.989010989010989
"5141",12571755,413,499,412,498,"MAINS AVE",-76.1564924721969,43.0049744064467,1.38461538461538
"5142",12576489,301,399,300,398,"ACADEMY PL",-76.1513596995639,42.9938431852574,0.89010989010989
"5143",12571735,201,299,200,298,"KIMBER AVE",-76.1551650029403,43.0035717276283,1.18681318681319
"5144",12564388,5831,5899,5830,5898,"S SALINA ST",-76.1437875058822,42.9860511614088,0.494505494505495
"5145",13020789,0,0,0,0,"CLASSIC AMERICAN DRWY",-76.1567787979122,43.0055173814286,1.48351648351648
"5146",13002091,601,607,600,606,"E SENECA TPKE",-76.1294938478542,43.0020365570998,0.989010989010989
"5147",12571729,701,719,700,718,"W SENECA TPKE",-76.1587954372284,43.0031398220834,1.28571428571429
"5148",12571747,101,199,100,198,"SMITH RD",-76.1550900237897,43.0049110832683,1.38461538461538
"5149",12576563,101,199,100,198,"SNELL TER",-76.1377777965545,42.9985986852015,1.18681318681319
"5150",12571993,101,199,100,198,"ONONDAGA CREEK BLVD E",-76.156390023011,43.0149507656293,2.57142857142857
"5151",12576640,4201,4219,4200,4218,"S SALINA ST",-76.1427629151604,43.0079918566112,1.97802197802198
"5152",12576534,201,299,200,298,"BRAMPTON RD",-76.1401009317911,42.9924374172061,1.08791208791209
"5153",12576685,201,227,200,298,"PACIFIC AVE",-76.1501507466975,43.0086968530134,2.07692307692308
"5154",12564366,171,199,172,198,"SPAULDING AVE",-76.1469701678288,42.9869647529662,0.494505494505495
"5155",13002047,8305,8331,8306,8332,"NB I 81",-76.1403530791235,43.0207759275096,2.17582417582418
"5156",13002109,101,199,100,198,"JACLYN DR",-76.1438015965497,42.9861576126142,0.494505494505495
"5157",12571708,101,199,100,198,"COSSITT ST",-76.152753255665,42.9962669575919,0.89010989010989
"5158",12576621,219,297,218,296,"E SENECA TPKE",-76.1396674679359,43.0003930223055,1.28571428571429
"5159",12576567,0,0,100,118,"ACADEMY GREEN",-76.1501758071112,43.0016609725801,1.18681318681319
"5160",12576536,403,417,400,416,"LATTER DR",-76.1386652626859,42.9935752170481,1.18681318681319
"5161",12574967,951,999,950,998,"HIAWATHA BLVD W",-76.1822895105866,43.0577415369853,2.17582417582418
"5162",12576863,8301,8301,8302,8302,"NB I 81",-76.140332790324,43.0197854639486,2.07692307692308
"5163",13009781,181,185,180,184,"SEYMOUR ST",-76.1578134293979,43.0425535317949,6.23076923076923
"5164",13009788,601,699,600,698,"NB WEST STREET ARTERIAL",-76.1582631911439,43.0447750924759,6.32967032967033
"5165",12573792,501,509,500,508,"VAN RENSSELAER ST",-76.1660137559984,43.054853807257,7.41758241758242
"5166",13002003,8183,8187,8182,8186,"SB I 81",-76.1349708597574,43.0026875978324,1.28571428571429
"5167",13002325,1,49,2,48,"WEST ST FROM EB I 690 RAMP",-76.1628738610798,43.0552535994354,8.01098901098901
"5168",13002411,8403,8417,8404,8418,"NB I 81",-76.1428292267803,43.0348171948715,3.65934065934066
"5169",13008653,401,401,400,400,"GENANT DR",-76.1553889625519,43.0595518856934,8.6043956043956
"5170",12576969,147,199,146,198,"VINCENT ST",-76.133454266748,43.0209061540694,1.87912087912088
"5171",13012948,3837,3899,3832,3898,"S SALINA ST",-76.1421125623986,43.0109742485807,2.17582417582418
"5172",13012949,211,299,210,298,"CHURCHILL AVE",-76.139964894407,43.0109898987667,2.17582417582418
"5173",13008700,8737,8743,8738,8744,"NB I 81",-76.169869424621,43.0724202604644,2.67032967032967
"5174",12576492,101,199,100,198,"BROOKLEA DR",-76.1496078942132,42.9935836442603,0.89010989010989
"5175",12576539,401,425,400,424,"SUNRISE DR",-76.1376452962882,42.9936934513492,1.08791208791209
"5176",13001183,8639,8655,8640,8656,"NB I 81",-76.1580282714723,43.0625091205288,8.01098901098901
"5177",13008641,21,99,20,98,"SB I 81 TO EB I 690",-76.1507021979091,43.0525111826311,8.30769230769231
"5178",13001302,511,513,510,512,"VAN RENSSELAER ST",-76.1659827905714,43.0555493553075,7.51648351648352
"5179",13008642,1,19,2,18,"SB I 81 TO EB I 690",-76.1511449380556,43.0530937143046,8.01098901098901
"5180",13001175,8595,8607,8594,8606,"SB I 81",-76.1539572158506,43.0574536888332,8.50549450549451
"5181",12576862,201,299,200,298,"E BRIGHTON AVE",-76.1410332297181,43.0204082242778,2.37362637362637
"5182",13012508,299,299,298,298,"GIFFORD ST",-76.1579955894001,43.0434579319889,6.32967032967033
"5183",13002001,8075,8175,8076,8176,"NB I 81",-76.1332501078268,42.9878555179996,0.593406593406593
"5184",13012548,87,87,86,86,"SB WEST ST FROM WB I 690 RAMP",-76.1573576913677,43.0546754958281,8.50549450549451
"5185",13002487,8547,8547,8546,8546,"SB I 81",-76.1506454278175,43.0525481228346,8.30769230769231
"5186",12576653,8077,8175,8172,8174,"SB I 81",-76.1338711303598,42.9878304543456,0.593406593406593
"5187",12575202,851,859,850,858,"GENANT DR",-76.1635641241904,43.0658460125245,6.82417582417582
"5188",12580667,119,199,120,198,"ARDMORE PL",-76.1431040238988,43.0813628709862,1.78021978021978
"5189",13002035,8255,8275,8256,8276,"NB I 81",-76.1384783266983,43.0135163179795,2.27472527472527
"5190",13001813,0,0,1960,1962,"EB I 690 SERVICE RD",-76.0842128231232,43.0581565246437,1.08791208791209
"5191",13013324,5937,5951,0,0,"THOMPSON RD",-76.0837022651218,43.0580690296069,1.08791208791209
"5192",13002435,8495,8501,8494,8500,"SB I 81",-76.1426252455298,43.0467192477212,6.52747252747253
"5193",12577135,1801,1999,1800,1998,"E COLVIN ST",-76.1176242158853,43.0221065215144,0.89010989010989
"5194",12564407,317,499,400,498,"PARRISH LN",-76.1380114679664,42.9862744937899,0.494505494505495
"5195",12564379,101,199,100,198,"LONGMEADOW DR",-76.1454719760508,42.9905568914737,0.89010989010989
"5196",12578927,101,189,100,188,"CLAIRE RD",-76.0886794362673,43.0433943563189,0.89010989010989
"5197",13011120,191,199,190,198,"CLAIRE RD",-76.0851988280311,43.042531817219,0.89010989010989
"5198",12571769,101,199,100,198,"OAKDALE DR",-76.155423009874,43.007374204388,1.68131868131868
"5199",13002465,8519,8519,8520,8520,"NB I 81",-76.1451574046136,43.0512610866775,8.10989010989011
"5200",13008656,8701,8707,8702,8708,"NB I 81",-76.166947256048,43.0685913664603,4.35164835164835
"5201",12576960,1425,1499,1426,1498,"COMSTOCK AVE",-76.1281598407814,43.0183839259623,1.78021978021978
"5202",13002039,35,67,34,66,"SB I 481 TO SB I 81",-76.1332620811218,43.0071455053756,1.58241758241758
"5203",13001832,1797,1833,1798,1834,"EB I 690",-76.1154691468432,43.0548085102978,3.16483516483516
"5204",12576600,101,199,100,198,"ANDERSON AVE",-76.1427629151604,43.0079918566112,1.97802197802198
"5205",12577008,101,199,100,198,"FARM ACRE RD",-76.1228469520192,43.0189433696478,1.08791208791209
"5206",13002030,51,99,50,98,"SB I 481 TO NB I 81",-76.1322649764183,43.0076922562978,1.58241758241758
"5207",12576553,109,117,108,118,"BYRNE PL",-76.1416503154476,42.9973575804038,1.48351648351648
"5208",13008680,11,49,10,48,"DESTINY USA TO SB I 81 RAMP",-76.1693600253166,43.0691707023198,3.56043956043956
"5209",13008682,67,69,66,68,"DESTINY USA DR",-76.1698927138156,43.0686344885678,3.65934065934066
"5210",12580483,1101,1135,1100,1134,"GRANT BLVD",-76.1312431243914,43.0726632019502,2.96703296703297
"5211",13017697,0,0,0,0,"LORETTO REST DRWY",-76.1356320061296,43.0060093637693,1.68131868131868
"5212",13017334,5935,5935,0,0,"THOMPSON RD",-76.0836661738221,43.0579564805479,1.08791208791209
"5213",13016348,35,49,34,48,"NB WEST ST TO WB I 690 RAMP",-76.1580184036982,43.0542203145462,8.40659340659341
"5214",12576730,301,399,300,398,"W PLEASANT AVE",-76.148212282964,43.0165044247287,2.67032967032967
"5215",12576921,1401,1463,1400,1462,"JAMESVILLE AVE",-76.1244497408679,43.0113711133694,1.18681318681319
"5216",13017236,101,105,0,0,"WALRATH RD",-76.1421125623986,43.0109742485807,2.17582417582418
"5217",12576543,201,299,200,298,"E CHELTENHAM RD",-76.1402085877165,42.9952970820407,1.38461538461538
"5218",13008707,1,67,2,66,"OLD LIVERPOOL RD FROM NB I 81 RAMP",-76.1752861009126,43.0775041223605,1.48351648351648
"5219",13008630,1659,1661,1658,1660,"WB I 690",-76.1419557657414,43.0517468617117,7.61538461538461
"5220",12573611,403,415,402,414,"FABIUS ST",-76.1608017948604,43.0441220045343,6.32967032967033
"5221",12576538,301,401,300,306,"LATTER DR",-76.1387213708667,42.9944974622493,1.18681318681319
"5222",12576638,201,299,200,298,"STEVENS AVE",-76.1406305610533,43.0063048405275,1.78021978021978
"5223",13001124,1453,1469,1452,1468,"WB I 690",-76.1794075292443,43.0573527869212,2.27472527472527
"5224",13001289,331,349,330,348,"LEAVENWORTH AVE",-76.1630088022507,43.0551840674076,8.01098901098901
"5225",13018561,8553,8555,8554,8556,"NB I 81",-76.1511295745814,43.0533152450173,7.91208791208791
"5226",13008634,1627,1637,1628,1638,"EB I 690",-76.1489809292918,43.0513244152664,8.50549450549451
"5227",12577533,0,0,300,320,"BERKELEY DR",-76.1266974246306,43.0319234735666,2.07692307692308
"5228",13008693,81,99,80,98,"OLD LIVERPOOL RD TO SB I 81 RAMP",-76.1714678059422,43.0739256311028,2.47252747252747
"5229",12580997,101,195,100,186,"HASTINGS PL",-76.1179592568597,43.0673361087495,2.27472527472527
"5230",12576620,201,399,200,398,"SENECA DR",-76.1397135520818,43.0043649272339,1.78021978021978
"5231",13017688,99,99,98,98,"BERKELEY DR",-76.1279572638961,43.0340480783932,2.47252747252747
"5232",12572091,101,109,100,110,"EDMUND AVE",-76.153502461103,43.0168423088681,2.57142857142857
"5233",13011736,1501,1599,1500,1598,"COMSTOCK AVE",-76.1280227688494,43.0169040907285,1.38461538461538
"5234",12577738,701,749,700,748,"E ADAMS ST",-76.1421693479635,43.0427033065355,5.53846153846154
"5235",12577770,701,799,0,0,"ALMOND ST",-76.1421979716466,43.0454131522011,5.83516483516483
"5236",13001823,1889,1927,1888,1926,"WB I 690",-76.0987721292639,43.0588670608758,2.17582417582418
"5237",13009790,197,199,196,198,"FABIUS ST",-76.1582631911439,43.0447750924759,6.32967032967033
"5238",13008669,89,89,88,88,"LIVERPOOL FROM NB I 81 RAMP",-76.1738701641691,43.0761490665623,1.87912087912088
"5239",13008711,83,99,82,98,"LIVERPOOL TO SB I 81 RAMP",-76.1681667168856,43.069280119381,3.65934065934066
"5240",13008655,1,9,2,8,"LIVERPOOL FROM NB I 81 RAMP",-76.166947256048,43.0685913664603,4.35164835164835
"5241",13001846,1693,1707,1694,1708,"EB I 690",-76.1350027526736,43.0514127255385,6.32967032967033
"5242",12564411,101,199,100,198,"CONIFER DR",-76.1441666501042,42.9905165672117,0.89010989010989
"5243",13017335,8557,8557,8558,8558,"NB I 81",-76.1519406053476,43.0542966591258,8.30769230769231
"5244",12577782,601,639,600,638,"E GENESEE ST",-76.143907874851,43.0475067750584,7.21978021978022
"5245",13002417,8437,8497,8438,8498,"NB I 81",-76.1420486685331,43.0388502343924,4.64835164835165
"5246",13008624,8505,8515,8506,8516,"NB I 81",-76.1425448628747,43.048987685382,7.61538461538461
"5247",12577487,101,109,100,108,"DYER CT",-76.1423941948191,43.0404147583153,5.14285714285714
"5248",12571929,101,135,100,136,"MAURICE AVE",-76.1582602998972,43.0127984336084,2.07692307692308
"5249",12576948,401,499,400,498,"SKYTOP RD",-76.1206076132627,43.0167171760325,0.791208791208791
"5250",13002002,8181,8187,8182,8188,"NB I 81",-76.1338813953295,43.0028942359093,0.989010989010989
"5251",13001194,8681,8699,8682,8700,"NB I 81",-76.1645067531474,43.0667112011581,6.13186813186813
"5252",12577872,181,195,180,194,"N STATE ST",-76.1480772659725,43.0520651462724,8.30769230769231
"5253",13001892,101,105,100,104,"S MCBRIDE ST",-76.1438587192507,43.0507920199112,7.91208791208791
"5254",13001268,41,89,40,88,"ONONDAGA LAKE PKWY FROM I 81 RAMP",-76.1747875795601,43.0766734241141,1.58241758241758
"5255",13008652,1,9,2,8,"WB I 690 TO NB I 81",-76.1469404722138,43.0517377521505,8.6043956043956
"5256",13002041,8221,8255,8220,8254,"SB I 81",-76.1357646357091,43.0090586275481,1.68131868131868
"5257",13010994,0,0,100,198,"MEADOWBROOK DR",-76.1218259801899,43.0246510064998,1.28571428571429
"5258",12573382,201,299,200,298,"BRYANT AVE",-76.180672124035,43.0466499764193,4.15384615384615
"5259",13002033,571,599,570,598,"E GLEN AVE",-76.1354390208852,43.0092862437085,1.78021978021978
"5260",13009824,1,19,0,0,"PEARL ST TO NB I 81 RAMP",-76.1505429731593,43.053833999199,8.10989010989011
"5261",12577434,601,799,600,798,"RENWICK AVE",-76.1427680008679,43.0345229339293,3.56043956043956
"5262",13002436,8499,8503,8500,8504,"NB I 81",-76.1424352682803,43.0477806605541,7.02197802197802
"5263",13012951,107,199,0,0,"WALRATH RD",-76.1414875300417,43.0109113310909,2.17582417582418
"5264",13002052,8357,8397,8358,8398,"NB I 81",-76.1410581038762,43.0290842694397,3.36263736263736
"5265",12577726,651,685,652,684,"E ADAMS ST",-76.1427236341578,43.0427244716558,5.43956043956044
"5266",13008622,691,699,690,698,"E ADAMS ST",-76.1422942567106,43.0427021752236,5.53846153846154
"5267",13013122,0,0,314,398,"OVERLOOK DR",-76.1871679774021,43.028936540697,1.28571428571429
"5268",13008612,527,599,526,598,"BURT ST",-76.1420885909629,43.0384714385418,4.54945054945055
"5269",13018575,401,449,400,448,"SB WEST STREET ARTERIAL",-76.1585390198105,43.0530189421643,8.8021978021978
"5270",12573809,323,329,322,328,"LEAVENWORTH AVE",-76.1630104884033,43.0547750559515,7.91208791208791
"5271",13011150,301,399,0,0,"AUDUBON PKWY",-76.0948087913621,43.052694297218,1.58241758241758
"5272",12578828,2101,2109,0,0,"ERIE BLVD E",-76.112743840979,43.0520678036404,2.96703296703297
"5273",12575512,0,0,2706,2724,"GRANT BLVD",-76.154011389736,43.0748238088669,5.43956043956044
"5274",13011023,0,0,108,198,"HADDON RD",-76.0892219848708,43.0398273735841,0.197802197802198
"5275",13011464,211,211,212,212,"HUTCHINSON AVE",-76.1664788486534,43.0159788471861,1.28571428571429
"5276",13010427,195,199,194,198,"WHITTIER AVE",-76.1801798882935,43.0459430706606,4.15384615384615
"5277",12576849,8281,8297,8280,8296,"SB I 81",-76.1400751521153,43.016957685125,1.97802197802198
"5278",13008685,0,0,2,8,"DESTINY USA TO SB I 81 RAMP",-76.1698927138156,43.0686344885678,3.65934065934066
"5279",13001148,401,497,400,496,"PLUM ST",-76.159852102207,43.0553108473241,8.40659340659341
"5280",12576514,111,121,110,120,"CHAFFEE AVE E",-76.1517018061364,42.9978849768516,1.18681318681319
"5281",12575096,101,109,100,108,"SPENCER ST",-76.1566646439479,43.061013234801,8.50549450549451
"5282",13006664,1,1,2,2,"KELLEY PARK DR",-76.1503180939027,42.9851210869924,0.494505494505495
"5283",13018189,31,39,30,38,"WB I 690 TO NB I 81",-76.1489039280236,43.0523008056088,8.10989010989011
"5284",13013389,99,99,98,98,"W HIGH TER",-76.2006031917768,43.0417491403274,1.28571428571429
"5285",13010347,263,299,258,298,"SHOTWELL PARK",-76.1149759977219,43.0624151498764,3.26373626373626
"5286",13013097,317,399,0,0,"STRATHMORE DR",-76.1734713907344,43.0197685912229,1.08791208791209
"5287",12573659,297,297,296,296,"GIFFORD ST",-76.1578394784104,43.0434646539886,6.42857142857143
"5288",13016347,89,93,88,92,"SB WEST ST FROM WB I 690 RAMP",-76.1577446240456,43.0545756306575,8.6043956043956
"5289",13006550,1629,1631,1628,1630,"WB I 690",-76.1477507843746,43.0518793774496,8.7032967032967
"5290",13013123,313,399,0,0,"OVERLOOK DR",-76.1871679774021,43.028936540697,1.28571428571429
"5291",12576900,201,243,200,244,"MOORE AVE",-76.1370895978192,43.0254313736496,2.27472527472527
"5292",13001132,1523,1523,1522,1522,"WB I 690",-76.1665702105282,43.0558717455447,7.51648351648352
"5293",12580444,0,0,414,498,"SEDGWICK DR",-76.1328454924926,43.0670707216555,4.94505494505495
"5294",13010289,501,501,0,0,"SEDGWICK DR",-76.1331788953305,43.067012488831,5.04395604395604
"5295",13011147,491,499,490,498,"MOUNTAINVIEW AVE",-76.0952690469594,43.0509763028647,1.58241758241758
"5296",12576512,101,129,100,198,"ACADEMY PL",-76.1517018061364,42.9978849768516,1.18681318681319
"5297",13012600,1651,1655,1652,1656,"EB I 690",-76.1448178277073,43.0512353251856,8.10989010989011
"5298",13018194,31,49,30,48,"WB I 690 TO SB I 81",-76.1380688892098,43.0516200033558,7.61538461538461
"5299",13012324,139,199,200,298,"PECK AVE",-76.1217752230826,43.0684855236807,2.67032967032967
"5300",13018669,85,87,84,86,"LIVERPOOL FROM NB I 81 RAMP",-76.1735113270218,43.0757944838434,1.87912087912088
"5301",13010438,0,0,1400,1498,"W FAYETTE ST",-76.179195487493,43.0481649912065,4.05494505494505
"5302",12578684,101,103,0,0,"HADDON RD",-76.0887703682301,43.0403689394892,0.197802197802198
"5303",12575110,801,831,800,832,"N STATE ST",-76.1524385986856,43.0575326666442,8.10989010989011
"5304",12573024,101,165,100,140,"DEPALMA AVE",-76.1822068404009,43.0382723106142,3.06593406593407
"5305",13010340,597,599,596,598,"MELROSE AVE",-76.1153566943695,43.0646050047871,2.86813186813187
"5306",13012332,0,0,1502,1508,"BUTTERNUT ST",-76.1422724373512,43.0722733495784,6.32967032967033
"5307",13013345,5977,5979,0,0,"THOMPSON RD",-76.0861504171389,43.0619213792861,1.38461538461538
"5308",13001827,1853,1855,1854,1856,"EB I 690",-76.1052674947418,43.05744156386,2.86813186813187
"5309",13001807,631,639,630,638,"S MIDLER AVE",-76.104003272793,43.0565085131837,3.16483516483516
"5310",13010343,197,199,196,198,"CLIFTON PL",-76.1166845274775,43.0646166812585,2.67032967032967
"5311",13008704,69,79,68,78,"LIVERPOOL FROM NB I 81 RAMP",-76.1713841936514,43.0739710458198,2.47252747252747
"5312",13011309,323,335,322,334,"BERKELEY DR",-76.1262664634259,43.030495631173,2.07692307692308
"5313",13009785,701,799,700,798,"NB WEST STREET ARTERIAL",-76.1579955894001,43.0434579319889,6.32967032967033
"5314",12573939,301,399,300,398,"N FRANKLIN ST",-76.1548501905674,43.053352258086,8.9010989010989
"5315",12580928,0,0,200,256,"SHOTWELL PARK",-76.1154891657664,43.064523324994,2.86813186813187
"5316",12577894,501,599,500,598,"ERIE BLVD E",-76.1455626813602,43.0508215251533,8.10989010989011
"5317",13008701,35,81,34,80,"LIVERPOOL TO SB I 81 RAMP",-76.1695410018486,43.0708953594473,3.26373626373626
"5318",12575051,401,429,400,430,"SPENCER ST",-76.1634058177267,43.0577102394587,8.01098901098901
"5319",13017758,0,0,700,798,"ALMOND ST",-76.1425200297761,43.0456777954336,6.42857142857143
"5320",13017757,0,0,400,698,"ALMOND ST",-76.1425457887232,43.0474052979545,6.92307692307692
"5321",13008632,127,179,126,178,"N STATE ST",-76.1473699902542,43.0509520489227,8.40659340659341
"5322",13018135,1351,1389,1350,1388,"WB I 690",-76.1955649771856,43.0651030472038,0.296703296703297
"5323",12575211,301,303,300,302,"SUNSET AVE",-76.1604206175763,43.0654067546652,7.31868131868132
"5324",13011026,321,399,0,0,"HILLSBORO PKWY",-76.0897361896193,43.0404345562702,0.197802197802198
"5325",13011027,0,0,390,398,"HILLSBORO PKWY",-76.0896253988777,43.0403388254434,0.197802197802198
"5326",13010291,515,599,0,0,"SEDGWICK DR",-76.1330869686528,43.0686614889015,4.35164835164835
"5327",13011034,1439,1499,1438,1498,"LANCASTER AVE",-76.1218384526581,43.0247859909073,1.28571428571429
"5328",13012523,199,199,198,198,"FOXBORO RD",-76.0936805724261,43.0494922508765,1.58241758241758
"5329",12578796,2001,2049,0,0,"ERIE BLVD E",-76.1151008226686,43.051342792634,3.26373626373626
"5330",13012209,1201,1209,0,0,"NORTHCLIFFE RD",-76.0999460131113,43.0672024923818,2.17582417582418
"5331",13020305,151,199,150,198,"EVANS ST",-76.1568315538837,43.0548780394381,8.30769230769231
"5332",13011310,301,321,0,0,"BERKELEY DR",-76.126582498442,43.0319990696674,2.07692307692308
"5333",12578666,403,423,402,424,"KIMBER RD",-76.0933346835341,43.0370791121826,0.197802197802198
"5334",13001305,1,81,2,80,"LIVERPOOL TO DESTINY USA RAMP",-76.1690811869537,43.070043613172,3.46153846153846
"5335",13008681,1,9,0,0,"DESTINY USA TO SB I 81 RAMP",-76.1697866061925,43.0691300185163,3.36263736263736
"5336",12575195,2801,2855,2800,2856,"LODI ST",-76.1661017950585,43.0687164377813,4.45054945054945
"5337",12577409,401,449,400,448,"JACKSON ST",-76.1454724459735,43.0402815704607,5.34065934065934
